period,video_id,title,channel,published_at,duration_seconds,format_type,view_count,like_count,comment_count
2020,pCht9llEugM,#Dirumahaja Ayo Kita Belajar Bahasa Korea Bersama,Bandung Oppa 반둥오빠,2020-03-30,615,longform,5337887,314635,10132
2020,yt0ryG0kJLw,[DJ티비씨] 박정현(Lena Park) - My Way ♬ #비긴어게인3 #DJ티비씨,DJ티비씨,2020-04-13,242,longform,5261463,34199,3182
2021,DbXMjAYSa68,[CHOREOGRAPHY] BTS (방탄소년단) 'Butter' Special Performance Video,BANGTANTV,2021-05-30,177,longform,399072864,8565790,275672
2021,CbS0FFzxjBI,Asian street food,Asian Street food,2021-06-28,11,longform,348994552,3664326,4671
2021,KmOVNVZEP9o,이하이 (LeeHi) - 'ONLY' Official MV (ENG/CHN),AOMGOFFICIAL,2021-08-27,331,longform,215006763,2216450,31809
2021,qfVuRQX0ydQ,[MV] Weeekly(위클리) _ After School,1theK (원더케이),2021-03-17,225,longform,184091320,2784580,132241
2021,mwUsxPtiqxI,How Brian Styles His Hair Like a K-pop Idol (ASMR) #Shorts #YouTubePartner,Ellen and Brian,2021-08-25,44,shortform,169127121,3695374,8761
2021,Fy5C-bzi59Q,ONLY,Lee Hi - Topic,2021-09-09,241,longform,144793678,1276691,5544
2021,qLYmbtTZE0w,Why I Cried After Leaving North Korea  #86,Nas Daily,2021-09-11,60,shortform,102262469,5785992,41786
2021,GRLjP5lhr8M,The Easiest Alphabet  #72,Nas Daily,2021-08-25,59,shortform,67205447,3858012,27806
2021,fjDjXaTwTAE,This is my Korea. What’s yours?,Imagine Your Korea,2021-10-17,84,longform,61498868,9606,1024
2021,Vfu87R4Bylc,3 Steps to draw Korea,Mykoreandic,2021-11-07,24,shortform,53805931,1573378,8859
2021,KlxdWb2bcSA,LeeHi - ONLY (Lyrics),Cakes & Eclairs,2021-09-19,240,longform,46040964,442087,6251
2021,GVsFUEyfIjI,What I Ate for Lunch in 7/11 Korea,Doobydobap,2021-10-06,60,shortform,42220048,2706160,14951
2021,ux36GLvZeEo,Hindi Korean TikTok Video | Korean TikTok Hindi Song | Korean Hindi Mix Song EP8 #TokBlack,TokBlack,2021-12-01,12,shortform,47022924,1554106,6790
2021,oZZWKL3gi78,Pororo Bahasa Indonesia | Ep4 Pulang ke Rumah. Selamat Tinggal Korea! | Petualangan Pororo di Korea,Pororo l Lagu anak ・Cerita anak l Bahasa Indonesia,2021-10-30,302,longform,41395677,72146,0
2021,bEjYm0zWroo,Feel the Rhythm of Korea - Gangneung&Yangyang,Imagine Your Korea,2021-09-03,105,longform,36274424,42328,2341
2021,RMD91n01DuA,Feel the Rhythm of Korea - Seosan,Imagine Your Korea,2021-09-03,84,longform,35552222,99570,6608
2021,y0ZCc3oR058,🇲🇽 vs 🇰🇷,Chingu amiga,2021-05-09,12,longform,36500376,2111119,11659
2021,Ks61P_NoelQ,A KOREAN BRAND SENT ME THIS??,MissDarcei,2021-10-07,17,shortform,39364461,2002850,17273
2021,dqkfpKJw348,Feel the Rhythm of Korea - Gyeongju&Andong,Imagine Your Korea,2021-09-03,109,longform,34315623,163391,5347
2021,FMMFc6VQxGM,Dad + Mom = Me..? Muslim? 👨‍👩‍👦💜 #Shorts,Daud Kim,2021-06-27,16,shortform,34144914,1593879,45885
2021,nZ5Bh4Dq46U,99% लोग kim jong का ये Facts नही जानते |@Facts Khojer| #shorts|kim jong un |facts about north korea,Facts Khojer,2021-10-14,58,shortform,32835824,2639050,1970
2021,I-OA4Dhm0rA,Como hacer Kimchi - Receta fácil y deliciosa de COREA  🥬🇰🇷🤘🏼,CHEFSCHWARZ,2021-07-14,60,shortform,32053570,1789825,5687
2021,QEXPYsaWRZA,Feel the Rhythm of Korea – JEONJU (by 원슈타인),Imagine Your Korea,2021-11-04,93,longform,31554514,40680,1648
2021,Vjk8SjbjxRA,Feel the Rhythm of Korea - SEOUL2,Imagine Your Korea,2021-09-03,91,longform,31006415,47796,1489
2021,nmY3X5dE9HQ,Feel the Rhythm of Korea - SEOUL1,Imagine Your Korea,2021-09-03,117,longform,29859683,63463,1857
2021,-JhoMGoAfFc,[4K] Seoul Korea 24/7 Hangang Live Cam & Lofi Radio 韓国ライブカメラ (since 2020),데일리서울 한강 라이브캠,2021-12-08,0,shortform,29386625,115384,0
2021,0v0ZsEX2Cek,New Korean Mix Hindi Songs💗Chinesemix Love Story💗Cute Love Story💗 thakur g007,K-Treasure,2021-06-27,336,longform,29134331,276682,3342
2021,u1yKAaW5_vc,Feel the Rhythm of Korea - Daegu,Imagine Your Korea,2021-09-03,115,longform,28466630,60933,2274
2021,6J3PBTCq4Vg,3 THINGS YOU CAN’T DO IN NORTH KOREA,Drew Binsky,2021-12-24,60,shortform,27823412,1723268,14480
2021,9VbMfTXkUCI,Feel the Rhythm of Korea – MOKPO (by 마미손),Imagine Your Korea,2021-11-04,111,longform,26716995,29957,1187
2021,KTvD2NMyNP4,Amazing! Mass Production of Motorcycle Tires in Korea,All process of world,2021-12-13,650,longform,26572824,136826,2527
2021,dbkCjsbn1dw,This is what I ate in a gas stop in Korea,Doobydobap,2021-09-06,58,shortform,25762115,1776200,9628
2021,hC7FIJT44KE,Bikin Menu Viral Mac N Cheese‼️ #wesdewchannel,wesdewchannel,2021-07-19,29,shortform,25764318,650585,3241
2021,zCH7wnmmTBs,Cute Possesiveness😍Crazy couples🤣Si Tu Mo Gu Wei Yi❤️Put your head on my shoulder edit💕dramaclipz,Drama Clipz,2021-07-07,41,shortform,24018311,1478591,2109
2021,G6tAF9f4N6Q,Wish,Choi Yu Ree - Topic,2021-09-25,238,longform,22723988,239056,4919
2021,s1ISPadYr_4,BTS Member who Cries The Most 2023!! 😭😭,BTS News Facts,2021-09-19,26,shortform,22731962,1494370,8783
2021,KTNnARF1OFg,the only funny scene in school 2021 😂 #school2021 #kdrama,jeoneliza,2021-11-26,20,shortform,21914604,961992,2012
2021,OQ9zng2S810,Why North Korea is the Hardest Country to Escape,RealLifeLore,2021-08-27,1278,longform,21286422,458295,25862
2021,WSNgjYMwt-A,Trying 4 korean tomboy hairstyles 😍,Boss Beauty,2021-10-27,15,shortform,22266661,1034683,12195
2021,tIP4vpTvU7E,Starlight,Release - Topic,2021-01-14,264,longform,20779250,290100,6
2021,Y9XUwvjG-FA,사탕공장 Amazing Fruit Candy Making Process - Candy Factory in Korea,FoodyTrip 푸디트립,2021-07-05,1067,longform,20266061,92605,1174
2021,V_MCqkdhv3g,How to drink water like Kpop idols,Mykoreandic,2021-10-25,25,shortform,19759850,859508,8655
2021,4Qi1CPmmC9Q,Highschool life in South Korea,Mykoreandic,2021-11-02,21,shortform,19756474,1166962,14407
2021,_n2wxfX_FhQ,You shouldn't do this in South Korea,Mykoreandic,2021-11-15,28,shortform,19216612,1178371,4057
2021,ETr6YrccsCk,Amazing Korean Braces Transformation. Orthodontist Reacts!,The Bentist,2021-12-22,57,shortform,18949067,1531841,3112
2021,MKf59EOp7YI,🇰🇷CVS BLUE FOOD ONLY CHALLENGE +  Shopping in Downtown | vlog💙,Pooh in Korea,2021-12-07,858,longform,18261945,341601,22321
2021,O8RoQksOBRk,This Country Charges People For Wasting Food  #123,Nas Daily,2021-11-03,60,shortform,17938407,1717089,9467
2021,fi8ujKStLYk,How Koreans eat ramen,Mykoreandic,2021-12-31,17,shortform,17029425,940785,3199
2021,ETJ_Wg19arc,Interview with Son Heung-min(Sonny) : This is my Korea,Imagine Your Korea,2021-10-24,209,longform,15781635,1734,116
2021,j-BftMz3xCM,Toko Serba Ada Korea Mukbang DONA Indonesia,DONA Indonesia,2021-04-18,163,longform,15714299,56144,1053
2022,KGTyp_VQ4hk,mukbang | pork belly | fatsongsong and thinermao | spicy food challenge,FatSongsong and ThinErmao,2022-10-12,48,shortform,404387626,10446079,11759
2022,bZjnLr05K1g,How to open a door in Korea 😂,Mykoreandic,2022-12-17,32,shortform,124959812,4042985,3951
2022,NLxgGRElMbs,Feel the Rhythm of Korea with BTS – BUSAN BLUES,Imagine Your Korea,2022-10-20,157,longform,107219348,366409,5493
2022,Aw2mDNvM7X0,Korean tries Indian drinks for the first time,Inwook,2022-06-08,51,shortform,105933113,4760216,24423
2022,gux_pyEIcUY,Feel the Rhythm of Korea with BTS – JEJU JAZZ,Imagine Your Korea,2022-11-08,180,longform,101544236,145933,2898
2022,HWdeCm3Lyho,What I wore in Korea,TheMermaidscales,2022-11-04,13,shortform,110585203,4907057,44026
2022,O86PAmaw6vY,Feel the Rhythm of Korea with BTS – TEASER,Imagine Your Korea,2022-10-14,57,shortform,88831045,233062,4458
2022,IU7nxce1w0g,mukbang | How to make crispy pork belly? | How to make fried chicken? | cooking | songsong & ermao,FatSongsong and ThinErmao,2022-12-02,653,longform,87268614,411110,3176
2022,zuoSn3ObMz4,NCT DREAM 엔시티 드림 'Candy' MV,SMTOWN,2022-12-16,231,longform,75805791,1531099,74063
2022,WyCx47YBrWM,How to order a coffee in South Korea,Mykoreandic,2022-08-11,37,shortform,76085502,3213761,4079
2022,dBN0brKI7fU,KALO AD ANGKA 456 MEISSIE HRS MKN MIE TERPEDAS AMPE DOWER😫🌶 #shorts #itsmeissie #challenge #number,itsmeissie,2022-04-16,50,shortform,67584177,1670137,30413
2022,ZRD2pqmHuK0,Feel the Rhythm of Korea - YEOSU,Imagine Your Korea,2022-05-20,99,longform,46262351,11043,576
2022,gTasADgKhqI,Feel the Rhythm of Korea – PYEONGCHANG,Imagine Your Korea,2022-05-20,105,longform,42366512,3041,305
2022,6TvTJIxZca4,Aya Nakamura - ‘Copines’ TikTok dance challenge | Karina Balcerzak,Karina Balcerzak,2022-09-30,22,shortform,47593563,1756380,18551
2022,bAPnOQD20pk,Feel the Rhythm of Korea – INCHEON,Imagine Your Korea,2022-05-20,90,longform,41239666,3001,259
2022,ms0zzZtz_4c,South Korean VS North Korean,Mykoreandic,2022-01-28,23,shortform,41475831,1856846,18928
2022,9qRxNYuR2c4,Dictator's Dilemma (Full Episode) | North Korea: Inside the Mind of a Dictator,National Geographic,2022-04-30,2650,longform,39234554,335727,18508
2022,TpzJ8BlQjmA,Trying momos for the first time,Inwook,2022-06-09,30,shortform,38662904,1768770,7931
2022,uiNH4QKNaHY,"California birthing cost vs. Seoul, South Korea",J&K Lovett,2022-07-18,60,shortform,37307007,2967079,48126
2022,_LGICP29iHg,Probando COMIDA CALLEJERA en COREA DEL SUR 🇰🇷🥢,Luisito Comunica,2022-08-05,1175,longform,36165576,340331,4827
2022,qjXpLjiRZo4,What Koreans bring back from home,Cafe Maddy,2022-03-19,49,shortform,34052345,2440527,5525
2022,ptCIhrBnWn8,에버랜드 아마존 N년차의 멘트! 중독성 갑,티타남,2022-04-04,152,longform,32183432,299012,19366
2022,iOWfdp8G83s,COBAIN PUASA PAKE WAKTU KOREA?!😱 | Part 1 #puasa #puasaramadhan #korea #puasakorea #ramadan,Allecia Angeline,2022-04-28,60,shortform,32569353,1173551,8090
2022,wON0NBrbIrQ,A BLACK OWNED KOREAN BEAUTY BRAND?!,MissDarcei,2022-04-05,19,shortform,33022168,1587667,3844
2022,9qBHyJIDous,how to drink like a real korean,Doobydobap,2022-08-13,57,shortform,30782888,1950059,7119
2022,jl7nSTy1RqI,This is why Koreans make English names,Mykoreandic,2022-02-14,32,shortform,30795795,1787560,7308
2022,pQTtsSx0VTo,When Korean tries McDonald's India,Inwook,2022-06-15,39,shortform,29332074,1491794,3720
2022,ypfAfkCABx0,Korean tries Pani Puri for the first time,Inwook,2022-06-12,30,shortform,29049600,1457608,6884
2022,jAcS-VNF98Q,THE BEST FACIAL IS KOREA 😳,Jeenie.Weenie,2022-11-03,56,shortform,30120597,1414743,4107
2022,KO1s1uMqgeM,¿En verdad COREA DEL SUR es tan increíble como pensamos? | Seúl 🇰🇷,Luisito Comunica,2022-07-11,912,longform,27694009,417222,10221
2022,P08P7qeuYNg,New Koreanmix Hindi songs 2022💓Chinese mix Hindi song💓 Yang Yang 💓 Chinesemix love story💗thakur g007,thakur G007,2022-01-20,570,longform,26114936,186219,4770
2022,J4mFJqD7GIU,Visitando la frontera de COREA DEL NORTE: El país “más temido”,Luisito Comunica,2022-07-15,986,longform,25652598,403718,7198
2022,MZymkYZzrhk,Korean🇰🇷 vs Tamil Indian🇮🇳 | Comparison #shorts,Buster Moon,2022-07-29,31,shortform,25556010,1096135,15983
2022,6PnBflh5JSc,Indian vs Korean actress in same dress 👗 😍 #ytshort #shorts #indian #korean,MY UNIQUE HEAVEN ,2022-07-24,15,shortform,26909465,651584,9238
2022,wJneAJM6noY,"먹거리 끝판왕! 줄서서 먹는 세종 전통시장 떡볶이, 통닭, 호떡 길거리음식 몰아보기 TOP3 / Traditional Market Food / Korean Street Food",찐푸드 JJin Food,2022-05-14,2062,longform,24299439,135825,2034
2022,vaq2AxkHbP4,La triste realidad de corea del sur,Chingu amiga,2022-03-07,60,shortform,24160838,2642429,17267
2022,R78IADipbZI,¿Cómo cambia la comida rápida americana en COREA DEL SUR?,Luisito Comunica,2022-07-13,954,longform,23258564,394205,6083
2022,kDVdi11qp74,Is Korean Noodles Ne Rula Diya | Sabse Spicy Korean Ramen 😱😱😱,So Saute,2022-05-23,35,shortform,23433528,1554075,24336
2022,3FO_VdYhJIE,How to eat Ramen in Korea,Mykoreandic,2022-01-07,23,shortform,23237319,541553,4348
2022,V_Wn1ZYW6Ws,North Korea vs. South Korea,The $10 Travel Show,2022-01-14,59,shortform,22790738,1501265,5824
2022,nhkQWWQU0Ks,Watch this video if you are Korean 🇰🇷,SoupTimmy,2022-09-20,18,shortform,22562940,379968,25468
2022,2WlGNKuzdUU,Who is the real Korea?,MrSpherical,2022-01-11,60,shortform,22201201,1033849,11472
2022,X8ukcOFoRTE,What My Korean Grandma Made Me for Lunch Part 8🫰🏻 #shorts,Ellen Park,2022-06-08,60,shortform,21333329,1519968,5576
2022,3klYuejp8e8,🇰🇷Brilliant way people in Korea move apartments🤯,Rachel Kwon,2022-12-28,13,shortform,20366214,771997,7894
2022,oDG152nwfdY,¿Por qué los coreanos usan ropa en la playa? | BUSAN 🏝🇰🇷,Luisito Comunica,2022-07-25,756,longform,19539715,294147,8179
2022,y4f3peVHrGo,What I ate Flying Business Class Korean Air 🇰🇷 Seoul ➡️ London🇬🇧,Doobydobap,2022-03-08,58,shortform,19806885,1209508,4717
2022,p6MpOETygbk,USA most popular milk flavor vs. South Korea,J&K Lovett,2022-09-03,48,shortform,19229693,1389775,8073
2022,bh1po7KYyf8,Ramen picante “Japón VS Corea” #shorts #japon,Yamil4K,2022-08-26,52,shortform,19722136,1386616,1880
2022,w2adw9gh7X4,Kim Jong के 3 दिमाग हिलाने वाले फैक्ट्स | Top 3 Kim Jong's mind Blowing facts | Facts' Mine #shorts,Facts' Mine,2022-03-29,60,shortform,18935673,1814226,2409
2022,uHoyk_4qlYY,흥미롭고 생생한 수산물 가공공장과 전문식당 몰아보기 / Korean seafood processing plant - Seafood restaurant,푸드킹덤 Food Kingdom,2022-06-28,4015,longform,18578269,67302,2279
2023,rIQT_y90rXs,CHALLENGE KOREA: HELLO FUTURE,Imagine Your Korea,2023-06-27,119,longform,142143053,4267,1234
2023,d95A1xJ4yqM,CHALLENGE KOREA: BATTLE OF K-FOOD,Imagine Your Korea,2023-06-27,95,longform,139004506,17372,20661
2023,46kjsixDfzU,CHALLENGE KOREA: DANCE DANCE DANCE,Imagine Your Korea,2023-06-27,122,longform,132683041,18379,12712
2023,pdnXvgrJdXI,CHALLENGE KOREA: SHOOTING STAR,Imagine Your Korea,2023-06-27,122,longform,129127808,5554,2866
2023,05fXKmScpP0,Korean Strawberry Syrup,Nick DiGiovanni,2023-11-29,30,shortform,126765919,4228715,12843
2023,6QZ_qc75ihU,[생방송] 24시간 현장을 전합니다 / 연합뉴스TV  (YonhapnewsTV),연합뉴스TV,2023-07-28,0,shortform,96745575,64676,0
2023,NJUjU9ALj4A,[한국경제TV LIVE],한국경제TV,2023-02-08,0,shortform,96500203,63467,0
2023,p8GgS8ve0l8,eating food | The spicy eating competition between Songsong and Ermao is really exciting! | mukbang,FatSongsong and ThinErmao,2023-07-01,1222,longform,82423747,298971,2517
2023,i8ZXe3PKb3s,QUEENDOM : KOREAN ARCHERY #Suwon #KoreanArchery #VisitKoreaYear,Imagine Your Korea,2023-10-24,108,longform,65805146,6130,507
2023,suB0F933kIs,CHALLENGE KOREA: SHOOTING STAR_30s,Imagine Your Korea,2023-06-27,31,shortform,61676638,44571,34
2023,yiRa-CfcsmA,CHALLENGE KOREA: DANCE DANCE DANCE_30s,Imagine Your Korea,2023-06-27,31,shortform,60767260,128427,97
2023,hAp1KIvvLJA,BTS PHOTOSHOOT PUTRI DUYUNG DI KOREA,SunnydahyeIn,2023-06-18,55,shortform,59445939,1833179,5411
2023,pb14cTvjaCs,13 horas viajando a Korea,SopaTimmy,2023-12-10,61,longform,56395867,2522564,5370
2023,DVeiPVdRh3o,Collecting hearts in Korea like.. 💜❤️💖,Radhika Bangia,2023-06-16,31,shortform,52640606,2804861,15518
2023,sM3sAikukVQ,CHALLENGE KOREA: HELLO FUTURE_30s,Imagine Your Korea,2023-06-27,31,shortform,47152836,43507,39
2023,sYOGLQFqeUI,Korean 7 Eleven is the best😍#korean #korea #food,Aylen Park,2023-10-14,59,shortform,50277056,1940864,8038
2023,N75vEGETCxw,Finally found my perfect foundation shade🤭 #korean #makeup #korea,Aylen Park,2023-10-20,60,shortform,50614845,2957938,6867
2023,AlrAkxqIH5k,"We Ate ""Mango Bingsu"" - Tastiest Korean Dessert🤤 #shorts",Nik's Kitchen,2023-05-30,60,shortform,46301572,1415479,2393
2023,uFMQB2fBazo,Korea is a safe country 💙,Jooshica,2023-06-29,48,shortform,43339594,2256439,26290
2023,Srf0hI-szT4,CHALLENGE KOREA: BATTLE OF K-FOOD_30s,Imagine Your Korea,2023-06-27,31,shortform,42256784,193966,97
2023,rplDdVNojzk,What I Ate for Lunch at School in Korea Part 19 🇰🇷 #korea #southkorea #seoul #koreanfood,Gaezari 게자리,2023-07-27,24,shortform,44052598,1221333,3106
2023,jqll2BXQE9Y,Don't Go To South Korea 😳,Danny Rayes,2023-06-05,31,shortform,41949228,1968469,9955
2023,2WyOq7IMEnc,처음 그 자리에,Lee Boram - Topic,2023-03-06,234,longform,36352242,124866,49
2023,9UVX5g6S6vI,Suara hewan di Indonesia VS di Korea versi Yunji dan @mazayaamania 🇮🇩🇰🇷,Kimbab Family,2023-11-28,60,shortform,35901716,603094,1979
2023,tmyJBEOj5fg,He gets jealous why come and sit here 😂 #shorts #kdrama #jealousy #yooksungjae,Moonlite,2023-09-02,13,shortform,44489566,1422372,4751
2023,-gngpwYhUno,Els vlog ke Korea 😍😍 #shorts,Rensia Sanvira Official,2023-06-14,60,shortform,34782983,555454,3505
2023,FAEHu8-KvhA,I TRAVELLED TO NORTH KOREA! #shorts,Jorden Tually,2023-05-13,53,shortform,33495084,1741294,11205
2023,-iUyufEzI3o,🇰🇵 Я была в СЕВЕРНОЙ КОРЕЕ? 🤐🤐,"Настя, это где?",2023-07-19,19,shortform,38006804,1060706,2923
2023,YqfsUhvd3go,belajar makan ala korea #mommylife #mommyvlogger #mommy,mom linda tan,2023-05-05,49,shortform,32332928,375953,1762
2023,7YUUYJBe-Rs,KOREAN postpartum care is insane 😱😍 #newmom,Jeenie.Weenie,2023-06-05,54,shortform,32873058,1839667,10233
2023,dRs7NT-6-N0,운명,Release - Topic,2023-03-06,256,longform,31080311,127885,0
2023,SgqdOQyN6BE,Idioma más difícil?!🇨🇳🇰🇷🇯🇵 #asia #china #corea #japón #idiomas #language,JaponesaPoblana,2023-06-15,53,shortform,30910987,1449523,23541
2023,etastncHWEI,Korea makes you all whitewashed 💀#shorts #fyp#korea,sanjhifyyy,2023-10-07,14,shortform,32401485,472397,0
2023,PYXQTWhwIYo,Kimchi Recipe || How to make kimchi || Kimchi Hindi recipe,Trippy Kitchen,2023-05-20,40,shortform,30346969,1090864,2026
2023,kjvNxDvfK2U,5 COSAS que NO DEBES HACER en COREA del SUR 🚩parte 7,kenroVlogs,2023-11-25,58,shortform,29140019,2115238,2777
2023,wyZvyx852eM,Korea🇰🇷 vs Indonesia 🇮🇩 nih siapa pemenang nya☺️ #shrots #fashion,Andra_97,2023-08-16,53,shortform,29277604,1185203,36803
2023,vw_6m-TBaF4,Only in Korea🇰🇷❄️ #korea #interestingfacts #trending,Pooh in Korea,2023-12-17,50,shortform,26989670,1019559,5762
2023,mIQWksvErCQ,Korean vs American Makeup 🇰🇷🇺🇸,Jenny Moon,2023-05-16,42,shortform,25649100,1172682,5133
2023,C3a9mwkSHtg,What happened to North Korea's World Cup Team,footballnotes,2023-03-18,59,shortform,23889969,1208134,8469
2023,AsluSXebwAM,Eso pasará si vas a Corea del Norte,Chingu amiga,2023-09-01,12,shortform,26522554,1216703,4655
2023,IvbAUCdr3hY,Korean 🇰🇷 tries SPICY Indian Snacks for the first time!! *Hilarious Reaction* 😂,Pragati Verma,2023-09-02,684,longform,23707811,178757,5913
2023,h2ZGRg3m1A4,Best Korean food combinations 😋,Mykoreandic,2023-05-25,46,shortform,23485677,1136492,8607
2023,I51sIkEJu8k,360 swing Korea! #shorts,Alex Ojeda,2023-11-30,51,shortform,22585976,945474,3503
2023,4v5rE7FXUzA,Korean Makeup Transformation Asian Got 19 MILLION Views Without Plastic Surgery!! #makeup,WappaModa,2023-02-01,803,longform,20912319,244475,8389
2023,KHxKWpVj7nU,Crazy Laws Only in North Korea 4,nuqi,2023-06-16,53,shortform,20896265,945771,10116
2023,_U-PwAPMxNc,"물장난 치면 안돼, 김민지~ #Shorts",명호형 TV,2023-04-20,13,shortform,21193450,372686,9174
2023,rABZTokBpGE,Similar pronunciation different meaning between Hindi🇮🇳and Korean🇰🇷 #shorts,कोरियन जीवन Korean G1,2023-09-09,36,shortform,21824219,657618,4413
2023,6531OjTuep8,JAJAN DI MYEONGDONG KOREAN FOOD MARKET EMPORIUM PLUIT MALL TGL 24 Mei - 4 Juni 2023. Cussss …,NanaKoot,2023-05-27,60,shortform,20431385,733749,1002
2023,SC3BAEM8MV8,🇮🇳Indian Vs 🇰🇷Korean Makeup Challenge🤩| #shorts | SUGAR Cosmetics,SUGAR Cosmetics,2023-04-03,56,shortform,21746673,521650,52807
2023,tB0YPloq5F8,Korean Convenience Store Food Mukbang🌸 휴대폰 속 핑크 편의점 디저트 아이스크림 먹방! PINK DESSERT EATING SHOW | HIU 하이유,HIU 하이유,2023-10-28,615,longform,19120242,47211,1272
2024,pVdFiq1iKI4,What I Ate for Lunch at the Office in Korea Part 31 🇰🇷 #korea #southkorea #seoul #koreanfood,Gaezari 게자리,2024-03-23,42,shortform,310861884,5516107,16979
2024,hsufyTIM9eA,How to make Korean Street Toast Sandwich,Mykoreandic,2024-10-10,60,shortform,278797527,5350979,14705
2024,H_2_jPT_jus,[Feel the Rhythm of Korea with NewJeans] Koreans’ Korea: K-Experience #VisitKoreaYear,Imagine Your Korea,2024-07-11,115,longform,165716162,97058,18194
2024,ESWcsKySnNs,Sudden Shower,ECLIPSE - Topic,2024-04-08,234,longform,135239650,474374,0
2024,p9a2FkZf5b8,[Feel the Rhythm of Korea with NewJeans] Koreans’ Korea: K-Food #VisitKoreaYear,Imagine Your Korea,2024-07-11,92,longform,106914504,346767,2337
2024,6vB9kdF-5Jg,Why buying skincare in KOREA is SUPERIOR to the US 💅🏽,Jeenie.Weenie,2024-07-19,55,shortform,108644807,5083500,15472
2024,RGPGebvegfY,Most Beautiful Places In South Korea 🇰🇷 #nature #travel #southkorea,Ethan Content,2024-05-04,16,shortform,79613417,1488240,4292
2024,seXnL4mtT_0,Lunch of ordinary office workers in Korea🇰🇷 pt.131 #lalalala #korea #mukbang korean #straykids,Hankooktasty,2024-03-18,48,shortform,78996345,1607778,6868
2024,HjGrwoSNWyw,Feel the Adventure(moheom) of KOREA #VisitKoreaYear,Imagine Your Korea,2024-10-31,113,longform,74244395,56316,380
2024,hkR3dPvwbf0,Day 2 Of ONLY Eating Food From a Korean Convenience Store!,Koreanosh,2024-09-16,43,shortform,78375317,2134933,10368
2024,sng8h9f98Mo,Feel the Night(bam) of KOREA #VisitKoreaYear,Imagine Your Korea,2024-10-23,90,longform,73855197,77504,869
2024,4ihwjoM0pwg,Feel the Trail(gil) of KOREA #VisitKoreaYear,Imagine Your Korea,2024-10-23,103,longform,77354405,172595,648
2024,fBB4MaBybyg,[선재 업고 튀어 (Lovely Runner) OST Part 1] 이클립스 (ECLIPSE) - 소나기 (Sudden Shower) MV,Stone Music Entertainment,2024-07-30,233,longform,61289003,323976,7989
2024,NpgAtdt54gg,Mom learns Korean glass skin tip! 😍 #coxir #coxirpartner #ad,Jeenie.Weenie,2024-11-27,42,shortform,80947791,1643530,3806
2024,5e6rNH7JkCY,Korean Food 🥗🥦🥩#youtubeshorts #youtube #viral #koreanfood #korea #shorts #short,Young-Jae in Korea,2024-01-22,10,shortform,80360165,1667894,5911
2024,AAtPyPh5MU0,What I Ate for Lunch at a High School in Korea Part 2 🇰🇷🏫 #korea #southkorea #seoul #koreanfood,Gaezari 게자리,2024-02-04,34,shortform,55878157,2095659,6573
2024,8G1snT8Xd-4,Когда все  понятно без слов 😄 #корея #корейскоекафе #кафе,Чико | Корейский уголок ,2024-11-19,46,shortform,69217104,1315966,4194
2024,4FSXVDezaaA,"💕Jini "" Granddaughter and Grandfather Sad Story 😍🥀💯 ~ Korean Drama | #love #shorts #bts #tiktok",Sweet Love 😍,2024-08-10,51,shortform,46484957,1856420,11413
2024,ywhirUV8WCA,DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-06-06,60,shortform,47509328,2410663,5416
2024,NwoHvudCWYM,Menu sarapan paling enak di pabrik korea roti pukis #ngapak,VIKY LIHUN FAMILLY,2024-11-10,61,longform,52252488,887716,1560
2024,oVuq9hHHvKI,True Love Is Selfless #ghostbride #hoteldelluna #iu #yeojingoo #kdrama #koreandrama #korean,ALFA,2024-07-25,50,shortform,40722392,1111353,2048
2024,T6iqag4rFK0,7 eleven in korea ~,jasmineandtea,2024-02-01,60,shortform,36688295,2098107,4035
2024,YTcACmX7Zrk,Giant Korean Food ASMR!? 🥵,LukeDidThat,2024-10-06,36,shortform,46330278,801171,7273
2024,lUuTo95QEhc,Returning To The Korean Convenience Store!,Koreanosh,2024-09-12,60,shortform,42677106,1383778,6189
2024,d8exS444T2k,What I Ate for Lunch at a High School in Korea Part 21 🇰🇷🏫 #korea #southkorea #seoul #koreanfood,Gaezari 게자리,2024-12-27,37,shortform,41574008,1567499,5993
2024,1S-bwWaFpOU,$50 or mystery headphones? (KOREA EDITION),James Seo,2024-10-17,60,shortform,49322593,2438492,15632
2024,h4EfauCnOrw,Daily Life in North Korea | How People live under Dictatorship? | Dhruv Rathee,Dhruv Rathee,2024-11-25,2166,longform,32408104,817758,38231
2024,YhTIsHcP_Rg,HAMPIR KESELEK KARNA MAKANAN KOREA INI 😭 #challenge #food #asmr,Erika Kaa,2024-06-30,20,shortform,36626911,792773,1382
